question	answer	final_QT	final_AS
بغيت اسال عن ثنائي القطب جا صدقتي وابغا اعرف اذا اناخذ الدواء بانتظام تصير الحاله مستقره ماتجي النوبات يصير المريض كان مافيه شي او لا حتى لو اناخذ الدواء تجي نوبات بسيطه؟	نوبات بسيطة يمكن التعايش معهاوالعلاج النفسي مفيد أيضاً	['B']	['2']
اصبت بالاضطراب الوجداني منذ 2008 تكررت النوبات سنة 2008 و 2009 و 2013 و 2017 و 2018 انا اخذ علاج تيجرتول200 ص و م ارايبرزول ص و اولابكس 10 م انا عايز اتعالج نفسي بدون دواء...	يمكنك أن تتابع مع طبيبك وفي نفس الوقت تبدأ بالعلاج النفسي مع معالج نفسي متخصص	['B', 'E']	['1', '2']
شاكة أن فيني إكتئاب و فقدان شغف ، الأعراض؛ إرهاق ، ملل مستمر ، حزن مستمر ، فقدان الشغف في كل شيء ، اللامبالاه ، الندم و الشعور بالذنب كثيرًا ، الأفكار السلبية ، ضيق تنفس	يجب الإبتعاد عم الأفكار السلبية، وضع خطة لكل يوم بكل ما ستقومين به وحتى لو شعرتِ بعدم القدرة على ذلك يجب أن تحاولي، حاولي تذكر بعض الأحداث الجميلة في حياتكِ وركزِ عليها، الحفاظ على علاقاتكِ الإجتماعية، المتابعة مع معالج نفسي لمساعدتكِ على تخطي الأحداث التي تؤدي إلى الحزن أو الإكتئاب	['B', 'E']	['1', '2', '3']
لا اشعر بطعم الحياة ، أشعر انا لا احد يهتم بشأني حتى صديقتي المقربة اشعر بانها لا تفهمني كما كانت ولا اثق باحد ، انام كثيرا لا استطيع مواجهة شي ، عصبية جدا ومزاجية حادة ، اشعر بالذنب ، ارهاق ، لا استطيع فعل شي لا اهتم بواجباتي ومهام يومي لا اتحمل شي اريد الجلوس بمفردي بعيدة عن العالم	نعم هذه الأعراض فيها اكتئاب وشك وتتطلب التقييم الشامل من الطبيب النفسي للوصول للتشخيص الدقيق ثم العلاج والشفاء الأمر بسيط بالعلاج لا تهمليه	['A', 'E']	['2']
التفكير بشكل مفرط جدا_لا وجود دوافع نحو الحياه _التشاؤم _الم بأعصاب اليدين_احس بذنب لا اعرف من ماذا _صعوبه في التركيز وسرحان_صداع	تحدثي مع أحد المعالجين النفسيين لمساعدتك على فهم ما يحصل معك ومساعدتك على تخطي هذه المرحلة	['B']	['2', '3']
انا عندي احلام اليقظة عندما اشهاد فيلم اتخيل نفسي مكان بطل الفيلم وعندما لا افعل هذا لا استمتع كيف اتخلص من هذا واعود طبيعي	في سنك هذا طبيقعي ويقل بالتدريجاحلم كل الأحلامثم اختار منها القابل للتحقيق وابدأ في تحقيقه	['B']	['1', '2']
ابني شاب عنده ٢٢ سنه بيتعاطى شئ من الممنوعات ( انا لا اعلمه لحد الان ) بس الاعراض اللي بشوفها عليه ( سكوت دائما والنوم كتير جداا ولما بيصحى بياكل كتيير وعينه محمره شويا ) اتعامل ازاي معاه وايه العلاج ف الحاله ديه واستخدمه ف البيت ؟	اللجوء إلى تعاطي نوع من أنواع المخدرات يكون ناتج عن أسباب عديدة ومنها النفسية، يجب التأكد أولا من أنه يتناول مادة المخدرات، التحدث معه أو أي شخص مقرّب منه ويثق به، معرفة أصدقائه والأماكن التي يتردد إليها، المتابعة مع طبيب لإجراء الفحوصات الطبية، وكذلك المتابعة مع معالج نفسي لعلاج الأسباب النفسية التي دفعته للجوء الى تناول نوع من أنواع المخدرات.	['A']	['1', '2', '3']
ادمان على القفز انا فعليا مدمنة على لعبة القفز حيث اقوم بتشغيل الموسيقى والقفز لساعات، بدا هدا كرياضه ومع الوقت ادركت انني ادمنته لانني احس انه يخلصني من التفكير الزائد	عظيم جداولكن ربما الافضل تنويع الرياضات والاتجاه نحو الرياضات الجماعية أكثر من الفرديةويكون لها أوقات محددةمتناسبة مع أوقاتن الأنشطة الأخرى .. عمل .. دراسة .. اجتماعيات. الخ	['B']	['1', '2']
انا كنت مدمن بشكل يومي على الجابابنتين قبل سنتين-ثلاثة سنين اترك و انتكس و اترك و انتكس و الان انا امر في فترة انتكاسة لم تتجاوز الشهر و اريد تركه نهائيًا احتاج مساعدة و شكراً	العلاج النفسي هام جداً... ولو عن بعد (أونلاين)	['B']	['1']
اعاني من صعوبة النوم رغم النعاس الامر الذي سببلي قلق و توتر لدرجة البكاء ، و اصبح كلما يحين وقت النوم اتوتر و اخاف ان لا استطيع النوم، اريد دواء يعالج ذلك لا يسبب الادمان	تعديل نمط الحياة تنظيم الوقت وتحيد وقت محدد للنوم. الاستعداد للنوم بشكل جيد والتخلص من التوتر. من المفيد ايضا تجانب المنبهات بشكل تام مع ممارسة الرياضة والاسترخاء بشكل يومي	['B']	['1', '2']
السلام عليكم دكتور انا اكل حبوب منوم من فتره طويله والمشكله صرت ما اقدر انام بدونهم ابي حل يخليني اتركهم المشكله خلصو الحبوب والان ما اقدر انام ابي حل ضروري	الحل في تنظيم النوم والنشاط اليومي بشكل طبيعيتستيقظ مبكرا عند الفجرتمارس الرياضة والأنشطة الحيوية طول النهار ونقلل التوتر والصراع وممنوع النوم نهاراً تماما حتى تستعد للنوم بعد العشاء ما وقف الصوت والضوء وغلق الموبايل	['B', 'D']	['1', '2']
أعاني من الارق منذ شهر تقريبا وذلك منذ بداية الحظر حيث اني لا انام الا ساعتين او ثلاث كل 24س واستيقظ وقد شبعت من النوم فمالسبب وكيف استطيع علاجه؟	نظمي يومك وانشطتك اليومية بشكل متوازن ثقافيا وترفيهيا واجتماعيا ونفسيا وروحيا ورياضيا وستتحسن الحالة	['A', 'B']	['1']
أرق سهر بدون رغبة .	يعود الأرق لعدة أسباب منها الضغوطات النفسية أو العمل الغير منتظم أو الإرهاق وغيرها، لذلك يجب أن تحدد السبب وتعالج السبب، واذا كان الأرق مستمر نتيجة أسباب نفسية يجب أن تخضع للعلاج النفسي.	['B']	['1']
امراه تبلغ من العمر ٤٢ سنه وهي تعاني مؤخرا من ارق مستمر ولا تستطيع النوم الا ساعه او ساعتين في اليوم وهي تعاني من هذه المشكله من حوالي شهر	هل تعانين من ضغوط في حياتك اليومية؟ وهل حصل معك أي موقف مزعج قبل هذه الفترة؟ يجب معرفة السبب الكامن الذي يجعلك لا تنامين، وأن كنت تفكرين بأمر معين مزعج لك، كما أن القصور في الغدة الدرقية قد يكون من أحد الأسباب التي تجعلك لا تنامين.	['B']	['1']
ما بعرف انام ودائما تفكير وارق ومش بنام خالص صارلي ٣ أيام ما نمت كانت الأول بيحصل معايا مشاكل التفكير يصاحبه قلة نوم ولكن كنت بنام إلى حد ما حوالي ٥ ساعات لكن الحين صارلي أشهر اعاني من تلك المشكله لدرجة اني في صديق اقترح علي أخد نايت كالم بس قولت استشير مختص اول	من اجل نوم صحي يراعي تجنب المنبهات والاكل الدسم قبل النوم مباشره تجنب المجهود العضلي الشديد قبل النوم مباشره ممنوع استخدام الموبايلات او التي في وقت النوم السرير للنوم فقط وليس لقراءه الكتب او تناول مشروبات او اطعمه اضاءه حجره النوم تكون هادئه والفرش مريح ويفضل له رائحه منعشه خفيفه	['A', 'B']	['1']
اعاني من الارق منذ سنه ونص تقريبا ولكن هذه الاشهر زاد الارق أكثر بالرغم انني اداوم ساعات طويله وارجع لغرفتي ابي انام مش قادره تتعبني افكاري يتعبني عقلي من الافكار يتعبني تواجدي بين كمية الاصدقاء(بالجامعة)اريد الهروب دايم لااعرف الى اين،اكتب لك وانا من ساعتين احاول النوم ولكن ماستطعت	بعض النصائح لنوم صحي ١/ تثبيت موعد النوم والاسيقلظ ٢/ ممنوع قبل النوم شاى او قهوه  ٣/ النوم بغرفه معتدله الحراره ومظلمه ٤/ اثناء الاستلقاء تجنب التفلزيون والموبايل ٥/ الغرفه تكون مظلمه او اضاءه خافته ٦/ قبل النوم ممكن دش دافيء او كوب لبن  او قراءه قصه خفيفه ٧/ اذا استيقظت اثناء الليل  يجب القيام من السرير والقيام بنشاط لطيف مثل الصلاه او كتابه ملاحظات والعوده للسرير حال الرغبه في النوم	['A', 'B', 'F']	['1']
عندي أرق لاحظته من اعدادي صعوبه فالنوم بقعد كام ساعه بس كنت بنام ،من سنتين مكنتش بنام بسبب النفسيه الاقصي تلت ساعات واصحي خلالهم كتير خلصت السنه ونفسيتي تمام وبنام بس بقعد بالساعات لكن بنام،حاليا كويسه نفسيا بس مبنامش التلت ساعات و كل كام دقيقه اصحي ودا بقاله كتير جدا احلل ايه او تخصص اي،اي الحل	في حال الاستقرار النفسي و عدم وجود امراض عضوية فيمكن استخدام تمارين التنفس و الاسترخاء و الميلاتونين	['A', 'B', 'E']	['1', '2']
أنا طالب جزائري في اوروبا. حصلت معي مؤخرا مشكال عاطفية ونفسية شديدة و انا حاليا امر مرحلة جد صعبة. انا لا انام اكثر من 3 سعات في الليلة لاكثر من شهرين وعدي ضيقة في الصدر في اخر 20 يوم. استيقظ في وسط الليل كل ليلة بضيقة شديدة في الصدر ولا استطيع النوم. لم استطع الدراسة بهذه الحالة.	إذا كان كان ما تمر به يؤثر بشكل كبير على حياتك اليومية ودراستك وأنت غير قادرة على مساعدة نفسك بعد مرور أكثر منوشهرين على المشاكل العاطفية، يجب أن تتحدث مع معالج نفسي حتى تساعد نفسك على فهم وتخطّي كل الأزمات العاطفية والنفسية التي مررت بها وتمر بها.	['B']	['2']
اشعر (بمعظم الاحيان) خصوصا بالساعات المتأخرة من الليل بحزن شديد لا ارادي ورغبه بالبكاء، مع تسارع نبض القلب والرجفان و ضيق التنفس والشعور بقرب الموت، مع عدم القدرة على السيطرة	من الأفضل متابعة جلسات علاج نفسي مما يسمح لكِ بالتفريغ ومعالجة الأسباب النفسية الكامنة والشعور بالتحسن التدريجي	['B']	['1', '2']
دكتور صارلي سنة بعاني من مشكلة الارق أو صعوبة النوم اول اشي كنت بنام ع ال4 الفجر بحاول انام ما بقدر بضل ساعة واكثر وانا بطلع بالسقف انو أحاول انام ع الفاضي وآخر فترة صرت انام عال 7 أو 8 و يعاني من صداع احيانا ب النوم مع العلم أحيان بكون معي ارهاق بس ما بقدر انام كمان . يا ريت تعطيني الحل دكتور	لابد من تقييم الطبيب النفسي والنوم ينظم بساعة الصحو وليس ساعة النوم	['A', 'B', 'C']	['1', '2', '3']
استمر هذا الشعور لاكثر من اسبوعين مع الخوف الشديد من الموت وبعدها خف هذا الشعور وبدبت اشعر بطداع وثقل في الراس والعين وكتمة في الصدر وجفاف في الحلق واسهال متقطع من شهرين والغثيان وطعم مر في الحلق وفقدان الشهية للاكل ولا استطيع النوم من الخوف	ابنتي راجعي طبيب باطنه وتاكدي من خلوك من امراض جسدية ومن ثم ابدئي بالتعامل مع افكارك ومشاعرك بوعي تدريجي نشطي الروحانيات في حياتك واستمتعي بسند نفسي روحاني تفائلي نظمي يومك بتوازن اذا لم تتحسني راجعي متخصص لتشخيص دقيق	['B']	['1', '2']
انا اعاني من فقدان الشغف تجاه كل شئ وكل انسان وكل شئ في هذة الدنيا ولا احد من الاهل يفهم ذلك وهم السبب في ذلك الاكتئاب الذي اعاني منه انا 16 عام واريد ان اعيش سعيدة كالمراهقين	للتخلص من الاكتئاب يجب تغيرزالروتين وطريقة التفكير بالاضافة الى الانخراط الاجتماعي وتجنب العزلة، التعبير عن المشاعر وعدم الكبت.. علاج الاكتئاب يحتاج ارادة والتزام.. كما من المهم مراجعة مختص نفسي بالعيادة	['A']	['2']
فتور في الجسد عدم رغبة في فعل اي شيئ التفكير الكثير قلة الحركة والنشاط الحزن الاحساس بالضعف عدم الشهية زيادة في الرغبة الجنسية وممارسة العادة السرية بكثرة عدم الثقة في النفس	تحتاج غلى علاج نفسي، وابدأ بمنع التدخين	['B']	['1', '2']
ما الي خلق اعمل شي،اذا قمت اعمل اي شي بتعب دغري،وبعصب من أتفه الأشياء و أرق بالليل ما عم نام ولا ساعة وصداع ووجع عيون دائمة وكرهانة اجتمع بحدا واحكي حدا شعور العزلة مسيطر عليي	نستيقظ في الصباح الباكر ونمنع النوم صباحاًمن افجر إلى العشاءالوزن ناقص نحتاج إلى تغذية ورياضة ونشاط عامن اجتماعي اسري دراسي عملي	['A', 'B', 'E']	['1', '2']
كترة النوم وعدم القيام بأي شئ كترة التفكير المفرط النوم الغير المنتضم والارادة في البكاء دائما والتحدت لاكن لا اريد التكلم مع اي احد اريد البقاء لوحدي الانفعال بسرعة	يجب الكلام مع الأهل والاصدقاء.. فضفصة أو مع المعالج .. علاج نفسي ومنع العزلة والمشاركة في الحياة الاجتماعية والرياضية والدراسية والعمليةومنع النوم من 5 ص إلى 10 م	['B']	['2']
الاكتئاب و القلق و تأنيب الضمير بدون سبب و حب الموت و الوحدة و الانعزال عن الناس و تانيب الضمير بدون سبب	كن دائما وسط الناس وتحتاج إلى علاج نفسي لاكتشاف الاسباب وعلاجها (ما فيش شيء بدون سبب) .. الشعور بالذنب غير مفيد ومؤذي	['B']	['1', '2', '3']
ضعف الشخصية قلة الدكاء اكتئاب مشكل في التواصل مع الاشخاص	اول خطوة تنظر إلى المستقبل ولا تستمر في أسر الماضي مع التدريب على التواصل مع الآخرين أقارب أو أغراب وتقوية الثقة بالنفس ترفع وتحسن قوة الشخصية عن طريق العلاج النفسي	['B']	['2']
ضعف الشهيه والعزله والبكاء كثيرا والحزن والاشياء التى كنت احب اسويها ما صرت اسويها وبعدت عن ناس كثير	الحل الامثل هو العلاج النفسي المعرفي السلوكي و كذلك العلاج الدوائي ان لزم الامر  الكثير من الحالات تستجيب للعلاج النفسي وحده	['B']	['1']
السلام عليكم ورحمة الله انا مصاب بالرهاب البسيط لكن في بلدي فقط لكن عندما أسافر لعملي في اكون انسان اكثر اجتماعية طبيعي جدا مع الناس ولدي اصدقاء كثيرين في العمل لكن عندما اخد اجازة في بلدتي فاني لا أخرج من البيت واكون مكتئب واريد ان اذهب للعمل مرة أخري فشتان بين هنا وهناك	قلق اجتماعي لست بحاجة للعلاج الدوائي، فقط علاج معرفي	['B', 'C']	['1']
قلق شديد عند التحدث امام الجميع او عند الذهاب لمكان عام يحدث معي تعرق وتزايد ضربات القلب وارتفاع في ضغط الدم كل اعراضي للان لها ثلاث سنوات واكثر	تدريب ومواظبة على تكرار التدريب في التواجد مع الناسفي انشطة جماعية رياضية اجتماعية عملية ... الخوربما تحتاجين إلى علاج نفسي ودوائي ايضاً	['B']	['1', '2']
انا ولد عمري ٢١ سنه قبل كم يوم كان دكتور الجامعه يريد ان يعرف كل واحد باسمه عن طريق الاب توب يعني ما اشوفهم لكن يوم اقترب اسمي شعرن بخفقان وتوتر واغلقت المحاضره بسببه ما الحل؟	محتاج تدريب على التواصل الجتماعي الحقيقي وليس فقط السيبراني مع العلاج النفسي تصير افضل	['B']	['2']
أعاني من الرهاب الاجتماعي وبحثت كثيراً عن الطرق المثلى لعلاجه فوجدت أن العلاج السلوكي المعرفي ، هو أفضلها ، و شاهدت الكثير من الفيديوهات الإنجليزية والعربية واستفدت ... يتبع	من الضروري المتابعة مع معالج نفسي في منطقتك للاستفادة من العلاج السلوكي المعرفي والتدرب على التفكر الارتقائي	['B']	['2']
أعاني من الرهاب الاجتماعي مع أشخاص معينة فقط ، فحين التحدث إليهم أبدأ بالتعرق و الرجفة و قد وصل في بعض المرات إلى الهذيان	من المفيد مراجعة متخصص للعلاج والتشخيص	['B']	['1']
انا مصابه برهاب اجتماعي، كان شديد لدرجه الاكتئاب والحين خفيف، لاني احاول اتخلص منه، بأني اواجه الي اخافه بالتدريج، فحاليا ما تظهر عندي اعراض جسمانيه غير خفقان القلب،تخلصت منها	طبعا حتى فكرة العلاج السلوكي قائمة على التعريض التدريجي و يستطيع الشخص التخلص منها تدريجيا	['B']	['2']
اعاني من مشاكل في حياتي اليومية بسبب الرهاب الاجتماعي ، اشعر اني مختلف كثيرا و احس انني مركز تفكير الناس من حولي ، اعاني من مشاكل و صعوبة في الاندماج مع المجتمع ، قلق توتر و خوف من الاماكن المكتضة بالبشر ،	إن كانت المشكلة تؤثر على حياتك اليومية فإن من الأفضل متابعة جلسات علاج نفسي للتحسّن	['B']	['1']
مرحبا انا عمري 15 اعاني من الرهاب تقريبا منذ 7 سنوات هل العلاج السلوكي بدون الأدوية ( نهائيا ) ينجح ؟	العلاج السلوكي والعلاج المعرفي السلوكي من المدارس العلاجيه العديده المثبته في علاج العديد من الامراض ونجاحها مثبت في الكتب الطبيه وتحديد نوع المدرسه العلاجيه يتم بعد الفحص	['B']	['1']
اعاني من خجل شديد عند التحدث مع الاخرين وخوفي من تقطع الكلام وليس لدي ثقه بنفسي واميل للعزله	مساء الخير بالنسبة للخجل قد يكون بسبب ان نوع شخصيتك شخصية انطوائية ولكن عشان نقاوم الخجل لابد العمل على زيادة الثقة بالنفس ومن ثم العمل على تكوين علاقات واصدقاء والاندماج فى المجتمع بدلا من العزلة	['B']	['1']
اعاني من رهاب اجتماعي فضيع سادكر موقفين يلخصان كل شيء ,في صلاة العيد الفائتة قدمني اهلي للصلاة بهم ما ان بدات حتى كاد يغمى علي وكان نفسي يتقطع كأني جريت لمسافة.وقد لاحضو دلك واستفسرو مادا حل بي.الموقف التاني في وليمة عرس طلب مني القاء كلمة فشعرت باحراج شديد لم اقوى على الكلام حتى فاعتدرت وانسحبت.	هذا ما يسمى القلق الاجتماعي أو الارهاب الاجتماعي بحاجة للعلاج الدوائي أو السلوكي	['B', 'Z']	['2']
ولا احد من اهلي قالي او تكلم عن الموضوع شكلهم ما يدرون انه هذا رهاب .. انا كنت دايماً اقنع نفسي انوا م عندي رهاب و انوا انا بس خجولة شوي وانطوائية، بعدين اتأكدت انه رهاب وقلق	من الأفضل المتابعة مع معالج نفسي	['A', 'E']	['1', '2']
منذ فترة الحجر الصحي إلى الآن أشعر بالتعاسة وعدم الفرح في الحياة و عدم الإفتخار بالشخصية	طبعا فترة الحجر الصحي من الفترات التي فاقمت الكثير من الاضطرابات النفسية ،و تحديدا القلق و الاكتئاب مع وجود فترات فراغ طويلة و اجترار الافكار السلبية أنصحك بملء اوقات الفراغ و ممارسة المشي لنصف ساعة يوميا ،و في حال استمرت الأعراض أنصحك ب مراجعة طبيب نفسي	['A', 'B']	['1', '2']
شخصيتي شبه معدومه وماعندي ثقه ف نفسي و ٩٩٪؜ من قراراتي معتمده ع اراء واختيارات الاخرين كيف اقدر اتخلص من هالشي مع العلم اني ماديا لا استطيع مراجعة طبيب نفسي	يجب المتابعة مع معالج نفسي، ويمكنكِ الإتفاق مع المعالج النفسي حول تكلفة كل جلسة علاج نفسي سواء في العيادة أو اذا كنت تريدين البدء عبر الأونلاين.	['B']	['1']
أعاني من قلق و ضغط نفسي و سبب أشياء سلبية و كلام سلبي و حتى مو موجهة لشخصي هذا شئ مأثر على نفسيتي و أحاول تخلص من هذا أنزعاج لكن لم ينجح وكيف أتخلص من منها؟	العلاج النفسي مهم ومفيد جداً	['A', 'B', 'D']	['1']
انا اعاني من عدم رجوعي كاسابق وصا كل حياتي اتكلم عن الحادث وكيف ارجع وصرت بس قاعد في البيت وماابي اطلع واحس اني ما اشوف مع اني فحصت النظر وقال سليم بس اليسار نقص ربع واعاني اني في وهم وخيال واحس اني تايه وعدم القدره على العوده للحياه وكسل وخمول حاد	نعم هذه اعراض تتطلب التقييم والعلاج من الطبيب النفسي	['A', 'B']	['1', '2']
الخوف عند قيادة السيارات في الاماكن المزدحمه و الاحساس بأن الناس قد يصدموني و صعوبة تقدير المسافه بالتالي ضعف التركيز و تعليقات الناس على طريقة القياده في حال كان معي احد	بالاول انت بحاجة الى تغير طريقتك بالتفكير اتجاه القيادة واتجاه الازدحام اكتب الافكار ثم عند كل فكرة ابحث عن فكرة موزونة اكثر ايجابية وحاول التخلص من التوتر ممارسة الاسترخاء والتنفس العميق	['A', 'D', 'F']	['1']
تم تشخيصي بالرهاب الاجتماعي لكنني اعاني ايضا من اعراض اضطراب القلق العام (anxiety)	محتاجة علاج نفسي مكثف لكليهماونتوقف عن القراءات النفسية	['D']	['1', '2']
السلام عليكم ورحمة الله وبركاته أنا أعاني من القلق و أعراض اضطراب الذاكرة و أخاف أن اجن أو افقد ذاكرتي هل القلق يؤدي إلى هذا علما انني أصبت بالقلق منذ ١٥ عاما و عاد لي مرة أخرى و بشدة	نعم تدرب على الاسترحاء والتفكر الارتقائي	['B']	['2']
مرحبا انا اعاني من اضطراب الهلع و القلق و ذهبت إلى الطبيب و وصف لي دواء سيبرالكس لكن لا استطيع النوم بسببه نصحوني بأخذ الميلاتونين و قالولي انه جيد لكني قرأت انه بسبب اكتئاب و قلق هل يزيد حالتي؟	يجب مراجعة الطبيب النفسي بشأن الدواء، كما يجب المتابعة مع معالج نفسي أيضا لمعالجة الأسباب النفسية الكامنة التي تُسبب القلق.	['B', 'D']	['1', '2']
اشعر بالقلق والخوف من اي شي اشعر بالخوف على اهلي واشخاصي المفضلين اشعر ان قلبي يدق بسرعه اشعر ب اشياء كثيره لا استطيع التعبير عنها	يوجد العديد من الأسباب والعوامل التي تؤدي الى الخوف من المستقبل بحيث يكون هناك اقتناع بحدوث الأمور السيئة دون وجود مبررات لذلك. أنصحك بالمتابعة مع معالج نفسي للتعبير حول كل هذه المخاوف ومعالجة الأسباب النفسية التي تؤدي الى الخوف والقلق	['B']	['2']
لدي قلق والان فهو يؤثر على قدرتي في الفهم و الاستيعاب و التركيز حيث انني أصبحت لا أفهم الكتب التي كنت افهمها ولا اتذكر معاني الكلمات ولا صياغة الجملة وكل شيئ مبهم	يجب المتابعة مع معالج نفسي لتقييم الحالة والتشخيص والتدخل العلاجي من أجل معالجة الأسباب الأساسية التي تؤدي إلى القلق والتحسن التدريجي.	['A']	['1', '2']
انا اعاني من القلق وعدم التركيز والتوتر الدائم وتقلب المزاج هل هو من الأمراض النفسيه	القلق ليس مرض نفسي بل إضطراب نفسي، ولكن لا يمكن تحديد تشخيص اذا انتِ تعانين من أي إضطراب نفسي فقط من خلال هذا السؤال، لذلك يجب زيارة أحد المعالجين النفسيين في العيادة من أجل التشخيص والعلاج أو يمكنك التواصل أونلاين.	['A', 'D']	['1', '2']
عمري 22 سنه قبل 6 اشهر اصابتني اول هجمة ذعر مع انفصال وذاكره ضعيفه ورؤيه مشوهة وضبابيه وقلق شديد وتفكير مشوش حسب ما بحثت تبين عندي قلق واضطراب تبدد الواقع فأتمنى احد يوضحلي	أنت تقول أن أول عوارض ظهرت بعد حدوث إنفصال، وحدوث إنفصال بالنسبة لك كان بمثابة صدمة نفسية، وعادة بعد الصدمة النفسية تظهر بعض العوارض ولكنها تختفي تدريجيا خلال شهر من حدوث الصدمة وعودة الفرد لحياته الطبيعية، وفي حال إستمرت لأكثر من شهر وكانت حالة الشخص تزداد سوءًا بدلا من التحسن، عندئذٍ يجب التدخل النفسي من قبل معالج نفسي متخصص لمساعدة الفرد على تقبل وتخطي الصدمة والتخلص من الإنفعالات التي عاشها عند حدوث الصدمة. لذلك أنصحك بمتابعة جلسات علاج نفسي، لمعالجة هذه الصدمة والتراكمات السابقة أيضا قبل آخر حدث.	['A', 'C', 'D']	['1', '2']
قلق شديد و عدم القدة على النوم مصاحب لحالة من التعرق و الخوف مع ضيق في التنفس و البكاء و شكرا	القلق وعدم القدرة على النوم والتعرف والخوف كلها لها أسباب كامنة، يمكنكِ مثلا لتخفيف ذلك تحديد أو كتابة الأمور التي تخافين منها، تحدثي مع أحد المقربين منكِ حول الأمور التي تخافين منها، ممارسة تقنيات الإسترخاء يوميا، كما أنه من الأفضل أيضا متابعة جلسات علاج نفسي لعلاج الأسباب الكامنة التي تؤدي للخوف	['B', 'D']	['1', '2']
قلق نفسي لي فتره ٨ سنوات استعملت سبرالكس ولم استفد منها اي شي	عليكي معرفت سبب القلق و من ثما سوف يكون هنالك تحسن	['B']	['1']
السلام عليكم مشكلتي في الصغر اصبت بالصرع و رافتني مشاكل اسرية عويصة ادى الى اصابتي بفوبيات و خوف قلق... دائما ما اخاف من الموت الاختناق اخاف ان افعل شيء و اختنق او اموت منذ بداية رمضان تحدت معي حالة اخاف بعد اذان الفجر يضيق صدري و اشعر بحالة هيسترية لكن في الصباح لا يحص لي شيء سوى اتناء الفجر	لا بد من العلاج	['A', 'D']	['1']
هل يمكن لنوبات الهلع اني تاتي بشكل مغاير (غير الخوف من الموت) وهل يمكن لنوبات الهلع ان تؤدي الى الاصابة بمرض نفسي اخر خطير	ممكن ان يكون الخوف من فقدان السيطره واهمالها يؤدي لرهاب الساح	['A', 'B']	['1']
القلق والخوف المستمر وللوم النفس الدائم غالبا اشعر بالحزن المستمر	هناك نقص في الوزن؟العلاج النفسي ضروري لاكتشاف وعلاج أسباب القلق والخوف وأنواعهاولوم النفس يحتاج إلى مسامحة النفس والتخلص من عقد الذنب	['B', 'E']	['2']
صداع .قلق .اكتئاب.الشعور بالدوخه.عدم التركيز .وضع إجتماعي ومادي صعب	العلاج النفسي مطلوب لتحسين الوضع الاجتماعي والمادي بتنظيم العمل	['A']	['1', '2', '3']
الشعور بالحزن أو الكآبة التفكير المشوَّش وضعف القدرة على التركيز المخاوف الشديدة أو القلق أو الإفراط في الشعور بالذنب تغييرات حادة في الحالة المزاجية ارتفاعًا وانخفاضًا	انت في مقتبل العمر وتحدث تقلبات مزاجية طبيعية في هذه المرحلة تحتاجين لتنظيم نمط حياتك اليومية وفق اهداف ولعمل توازن غذائي لان الوزن المذكور قليل بامكانك الاستعانه بمختص تغذيه لتخطيط نمط الغذاء	['A', 'E']	['1', '2']
قلق عام وتوتر وقلة نوم مصحوبة باسهال وهوس بالنظافة وقلق شديد مساءا يسبب القلق وعدم النوم	يفيدك الاسترخاء والتفكر الارتقائي وتحتاج لمراجعة متخصص للفحص الدقيق والتشخيص	['A', 'B']	['1', '2']
التعمق في الافكار السلبيه والحديث مع النفس بسلبيه الغوص في التفكير والخيال كثيرا اشعر اني مجمده وجسمي ثقيل ورأسي ثقيل واتنفس بصعوبه اخاف ان اصبح على هذا الحال بشكل دائم	يجب معرفة المزيد من التفاصيل للإجابة ولكن من المهم معالجة الأمور الصعبة التي قد تكونين قد مررتِ بها، عدم التركيز على الأمور السلبية في حياتك ومحاولة معالجة الأمور والتركيز على الأمور الإيجابية بشكل أكبر، إحداث بعض التغييرات في حياتك، كما أنه من المهم المتابعة مع معالج نفسي في حال أن ذلك يؤثر على حياتك اليومية	['A']	['1', '2']
السلام عليكم. عمري ٢٦ اعاني من القلق و التفكير المستمر دائما أرى نفسي أقل من غيري. أفضل الوحده واجد فيها الراحة لا أحب الاجتماعات ولا الاماكن المزدحمة لأني أشعر فيها بالضعف	هنحتاج تطبيق اختبار شخصيه اولا	['A']	['1']
هل التعصب من أقل المواقف، البعد عن التجمعات و الزحام و الأصوات العالية، التفكير في الذكريات السيئة، خصوصا الماضي، ملازمة الصداع من أي مجهود نفسي أو جسدي، يدل على أنني مريضة نفسيا؟	نعم كل هذا يدل بطبيعة الحالة والعلاج النفسي مفيد جداً لهذه الحالة	['B']	['1', '2']
الجامعات بعد اسبوعين وانا عندي قلق ورهاب اجتماعي وكل ما اتذكر ان الدوامات قربت قلبي يدق بسرعه ونفسي ينقطع واحس اني ببكي هل في حبوب اخذها تهديني شوي وقت الحضوري؟	من الأفضل متابعة جلسات علاج نفسي والبدء قبل الدخول الى الجامعة، فتفهمين سبب الخوف ويتم معالجة الخوف، لأنه مع الوقت قد يتطور الخوف الى أمور أخرى في حياتك اليومية	['B']	['1', '2']
